"","database_identifier","chemical_formula","smiles","inchi","metabolite_identification","mass_to_charge","fragmentation","modifications","charge","retention_time","taxid","species","database","database_version","reliability","uri","search_engine","search_engine_score","smallmolecule_abundance_sub","smallmolecule_abundance_stdev_sub","smallmolecule_abundance_std_error_sub"
"157","CHEBI:85733","C54H102O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(51:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","CHEBI:85732","C54H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(51:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","CHEBI:85731","C54H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(51:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","CHEBI:85834","C54H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(51:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","CHEBI:137653","C54H94O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(51:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","CHEBI:138349","C54H92O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(51:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","CHEBI:138350","C54H90O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(51:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","CHEBI:132773","C55H106O6","O(C(COC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)C(CCCCCCCCCCCCCCC)=O","InChI=1S/C55H106O6/c1-4-7-10-13-16-19-22-25-27-30-32-35-38-41-44-47-53(56)59-50-52(61-55(58)49-46-43-40-37-34-29-24-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-31-28-26-23-20-17-14-11-8-5-2/h52H,4-51H2,1-3H3","TG(52:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","CHEBI:90302","C55H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","CHEBI:85736","C55H102O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","CHEBI:84661","C55H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","CHEBI:84660","C55H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","CHEBI:85734","C55H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","CHEBI:85734","C55H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:5)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CHEBI:85875","C55H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(52:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","CHEBI:136390","C55H92O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(52:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","CHEBI:138351","C56H106O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(53:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","CHEBI:85739","C56H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(53:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","CHEBI:85738","C56H102O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(53:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","CHEBI:85737","C56H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(53:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","CHEBI:137655","C56H98O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(53:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","CHEBI:136391","C56H96O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(53:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","CHEBI:85836","C56H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(53:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","CHEBI:90303","C56H92O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(53:8)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","CHEBI:138347","C57H110O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(54:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","CHEBI:90305","C57H108O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","CHEBI:85743","C57H106O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","CHEBI:84659","C57H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","CHEBI:85742","C57H102O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","CHEBI:85741","C57H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","CHEBI:85741","C57H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:5)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","CHEBI:85876","C57H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","CHEBI:85876","C57H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:6)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","CHEBI:85740","C57H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(54:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","CHEBI:138346","C57H92O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(54:9)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","CHEBI:138352","C58H110O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(55:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","CHEBI:132032","C58H108O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(55:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","CHEBI:132033","C58H106O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(55:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","CHEBI:85746","C58H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(55:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","CHEBI:85744","C58H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(55:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","CHEBI:85840","C58H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(55:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","CHEBI:136345","C59H112O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(56:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","CHEBI:132034","C59H110O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(56:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","CHEBI:85843","C59H108O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","CHEBI:85842","C59H106O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","CHEBI:85842","C59H106O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:4)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","CHEBI:85751","C59H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","CHEBI:85750","C59H102O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","CHEBI:85749","C59H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","CHEBI:85749","C59H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:7)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","CHEBI:85748","C59H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:8)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","CHEBI:85747","C59H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(56:9)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","CHEBI:138353","C60H108O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(57:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","CHEBI:85752","C61H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(58:10)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","CHEBI:138354","C61H114O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(58:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","CHEBI:132035","C61H112O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(58:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","CHEBI:132036","C61H110O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(58:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","CHEBI:132037","C61H108O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(58:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","CHEBI:85757","C61H106O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(58:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","CHEBI:85755","C61H104O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(58:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","CHEBI:138355","C62H116O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(59:2)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","CHEBI:138356","C62H110O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(59:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","CHEBI:138357","C62H106O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(59:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","unknown",NA,NA,NA,"L_905_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","unknown",NA,NA,NA,"L_648_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","unknown",NA,NA,NA,"L_702_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","unknown",NA,NA,NA,"L_1176_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","unknown",NA,NA,NA,"L_110_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","unknown",NA,NA,NA,"L_223_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","unknown",NA,NA,NA,"L_758_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","unknown",NA,NA,NA,"L_1483_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","unknown",NA,NA,NA,"L_26_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","unknown",NA,NA,NA,"L_234_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","unknown",NA,NA,NA,"L_442_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","unknown",NA,NA,NA,"L_562_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","unknown",NA,NA,NA,"L_704_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","unknown",NA,NA,NA,"L_489_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","unknown",NA,NA,NA,"L_803_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","unknown",NA,NA,NA,"L_850_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","unknown",NA,NA,NA,"L_1151_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","unknown",NA,NA,NA,"L_359_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","unknown",NA,NA,NA,"L_452_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","unknown",NA,NA,NA,"L_485_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","unknown",NA,NA,NA,"L_466_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","unknown",NA,NA,NA,"L_73_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","unknown",NA,NA,NA,"L_55_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","unknown",NA,NA,NA,"L_38_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","unknown",NA,NA,NA,"L_228_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","unknown",NA,NA,NA,"L_1014_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","unknown",NA,NA,NA,"L_659_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","unknown",NA,NA,NA,"L_1720_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","unknown",NA,NA,NA,"L_1860_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","unknown",NA,NA,NA,"L_1804_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","unknown",NA,NA,NA,"L_376_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","unknown",NA,NA,NA,"L_288_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","unknown",NA,NA,NA,"L_1283_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","unknown",NA,NA,NA,"L_1189_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","unknown",NA,NA,NA,"L_814_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","unknown",NA,NA,NA,"L_1292_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","unknown",NA,NA,NA,"L_440_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","unknown",NA,NA,NA,"L_1275_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","unknown",NA,NA,NA,"L_665_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","unknown",NA,NA,NA,"L_463_unknown",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
