"","database_identifier","chemical_formula","smiles","inchi","metabolite_identification","mass_to_charge","fragmentation","modifications","charge","retention_time","taxid","species","database","database_version","reliability","uri","search_engine","search_engine_score","smallmolecule_abundance_sub","smallmolecule_abundance_stdev_sub","smallmolecule_abundance_std_error_sub"
"181","CHEBI:16065","C16H18O9","COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","InChI=1S/C16H18O9/c1-22-9-4-7-2-3-12(18)23-8(7)5-10(9)24-16-15(21)14(20)13(19)11(6-17)25-16/h2-5,11,13-17,19-21H,6H2,1H3/t11-,13-,14+,15-,16-/m1/s1","Scopolin, tetra(trimethylsilyl)-",NA,NA,NA,NA,858.779,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","CHEBI:16000","C2H7NO","NCCO","InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:2",NA,NA,NA,NA,862.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","CHEBI:16000","C2H7NO","NCCO","InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:3",NA,NA,NA,NA,863.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","CHEBI:16000","C2H7NO","NCCO","InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:4",NA,NA,NA,NA,866.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","CHEBI:27897","C11H12N2O2","NC(Cc1c[nH]c2ccccc12)C(O)=O","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)","Tryptophan, bis(trimethylsilyl)-",NA,NA,NA,NA,879.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","CHEBI:17716","C12H22O11","OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1","Lactose_2567_8TMS",NA,NA,NA,NA,879.429,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","unknown",NA,NA,NA,"Unknown 93",NA,NA,NA,NA,884.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","CHEBI:16000","C2H7NO","NCCO","InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:5",NA,NA,NA,NA,894.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","CHEBI:16343","C8H11NO","NCC(O)c1ccccc1","InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2","Phenylethanolamine triTMS",NA,NA,NA,NA,895.979,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","unknown",NA,NA,NA,"Unknown 94",NA,NA,NA,NA,896.279,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","unknown",NA,NA,NA,"Unknown 95",NA,NA,NA,NA,909.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","unknown",NA,NA,NA,"Unknown 96",NA,NA,NA,NA,911.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","CHEBI:16000","C2H7NO","NCCO","InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2","Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:6",NA,NA,NA,NA,919.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","CHEBI:17596","C10H12N4O5","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1","Inosine_2818_4TMS",NA,NA,NA,NA,923.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","CHEBI:16335","C10H13N5O4","Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1","Adenosine_1805_4TMS",NA,NA,NA,NA,936.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","unknown",NA,NA,NA,"Unknown 97",NA,NA,NA,NA,938.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","CHEBI:16750","C10H13N5O5","Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1","Guanosine_2321_2TMS",NA,NA,NA,NA,964.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","unknown",NA,NA,NA,"Unknown 98",NA,NA,NA,NA,966.829,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
