name,formula,adducts,mz,ccs
18:1(2S-OH) Ceramide,C36H69NO4,[M+Na],602.5118518,258.23
"4E,14Z-Sphingadiene",C18H35NO2,[M+Na],320.2559854,184.07
C16 Lactosyl(b) Ceramide  (d18:1/16:0),C46H87NO13,[M+Na],884.6069296,304.47
C24:1 Mono-sulfo galactosyl (alpha) ceramide (d18:1/24:1),C48H91NO11S,[M+Na],912.62047,308.43
D-threo-PPMP,C29H50N2O3,[M+Na],497.3713434,225.77
N-16:0 Phytosphingosine,C34H69NO4,[M+Na],578.5118518,258.6
N-dodecanoyl-L-homoserine lactone,C16H29NO3,[M+Na],306.2039528,182.9
N-palmitoylglycine,C18H35NO3,[M+Na],336.2509004,189.4
Sphinganine-1-Phosphate (d18:0),C18H40NO5P,[M+Na],404.2536164,209.7
07:0 PC (DHPC),C22H44NO8P,[M+Na],504.2696598,229.23
08:0 DG,C19H36O5,[M+Na],367.245481,206.5
10:0 PG,C26H51O10P,[M+Na],577.311188,241.47
12:0 PA,C27H53O8P,[M+Na],559.3370072,239.73
16:0 Phosphatidylethanol,C37H73O8P,[M+Na],699.4934992,273.23
18:0 PE,C41H82NO8P,[M+Na],770.5669946,291.27
18:1 stigmasteryl glucose,C53H90O7,[M+Na],861.6578394,326.2
18:1-2:0 DG,C23H42O5,[M+Na],421.2924286,207.33
3-oxo chenodeoxycholic acid,C24H38O4,[M+Na],413.2662152,192.23
"7?,27-dihydroxy-4-cholesten-3-one",C27H44O3,[M+Na],439.3182478,201.63
C12 Mono-Sulfo Galactosyl(§) Ceramide  (d18:1/12:0),C36H69NO11S,[M+Na],746.4483288,278.8
C16 Ceramide (d18:1/16:0),C34H67NO3,[M+Na],560.5012876,252.5
C18(Plasm)-22:6 PC,C48H84NO7P,[M+Na],840.5877288,300.23
C20 Ceramide (d18:1/20:0),C38H75NO3,[M+Na],616.5638844,265.37
cholestenone,C27H44O,[M+Na],407.3284178,238.43
N-C12-deoxysphingosine,C30H59NO2,[M+Na],488.4437758,238.4
trihydroxycholestanoic acid,C27H46O5,[M+Na],473.323727,206.93
12:0(2S-OH) Ceramide,C30H59NO4,[M+Na],520.4336058,242.27
12-ketochenodeoxycholic acid,C24H38O5,[M+Na],429.2611302,206.9
14:0 PA,C31H61O8P,[M+Na],615.399604,253.23
16:0 Lyso PS,C22H44NO9P,[M+Na],520.2645748,227.53
16:0-09:0 (ALDO) PC,C33H64NO9P,[M+Na],672.4210668,264.77
17:0 PE,C39H78NO8P,[M+Na],742.5356962,285.3
18:1(n10)-16:0 PC,C42H82NO8P,[M+Na],782.5669946,292.83
"3a,6b,7a,12a-tetrahydroxy bile acid (THBA)",C24H40O6,[M+Na],447.2716944,199.13
3-oxo deoxycholic acid,C24H38O4,[M+Na],413.2662152,191.8
"5b,6b-epoxycholestanol",C27H46O2,[M+Na],425.338982,226.17
"6,7-diketolithocholic acid",C24H36O5,[M+Na],427.245481,216.53
C16-18:1 PE,C39H78NO7P,[M+Na],726.5407812,282.73
C-16Miltefosine,C21H46NO4P,[M+Na],430.305649,220.43
C18:1 Lactosyl(b) Ceramide (d18:1/18:1),C48H89NO13,[M+Na],910.6225788,305.23
C18-02:0 PC,C28H58NO7P,[M+Na],574.3842892,250.17
C18-04:0 PC,C30H62NO7P,[M+Na],602.4155876,256.4
C2 Ceramide (d18:1/2:0),C20H39NO3,[M+Na],364.2821988,201.13
N-palmitoyl homocysteine (PHC),C20H39NO3S,[M+Na],396.2542708,203.47
2S-OMPT,C22H43O6PS,[M+Na],489.2410032,215.23
03:0 PC,C14H28NO8P,[M+Na],392.1444662,189.97
08:0 Lyso PC,C16H34NO7P,[M+Na],406.1964988,205.8
12-ketolithocholic acid,C24H38O4,[M+Na],413.2662152,205.2
16:0 Lyso PG,C22H45O9P,[M+Na],507.2693254,224.6
16:0-18:1 Diether PG,C40H81O8P,[M+Na],743.556096,284.27
"18:0 (9,10dibromo) PC",C44H84NO8PBr4,[M+Na],1124.255988,309.2
18:0-18:2 PG,C42H79O10P,[M+Na],797.5302768,287.1
18:1 Dodecanylamine PE,C53H101N2O9P,[M+Na],963.713651,318.53
18:1 PI,C45H83O13P,[M+Na],885.5463202,297.17
18:1(11-cis) PC,C44H84NO8P,[M+Na],808.5826438,294.37
C18:1 Lyso PAF,C26H54NO6P,[M+Na],530.3580758,233.5
C8 Ceramide-1-Phosphate (d18:1/8:0),C26H52NO6P,[M+Na],528.3424266,237.93
PGB1,C20H32O4,[M+Na],359.2192676,205.93
06:0 Lyso PA,C9H19O7P,[M+Na],293.0760558,168.3
12:0 PC (DLPC),C32H64NO8P,[M+Na],644.4261518,267.07
13:0 Lyso PE,C18H38NO7P,[M+Na],434.2277972,211.77
16:0 Lyso PC,C24H50NO7P,[M+Na],518.3216924,235.43
17:1 Lyso PE,C22H44NO7P,[M+Na],488.2747448,218.33
17:1 Lyso PG,C23H45O9P,[M+Na],519.2693254,221.83
18:1 Chol Ester,C45H78O2,[M+Na],673.5893692,287.23
22:0(2R-OH) Ceramide,C40H79NO4,[M+Na],660.5900978,274.83
3§-OH-7-oxocholenic acid,C24H36O4,[M+Na],411.250566,201.03
9-PAHSA,C34H66O4,[M+Na],561.485304,248.27
C12 Galactosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M+Na],666.4915118,266.97
C8 Galactosyl(a) Ceramide (d18:1/8:0),C32H61NO8,[M+Na],610.428915,252.4
Galactosyl Cholesterol,C33H56O6,[M+Na],571.396888,266.53
Galactosyl(b) Dimethyl Sphingosine (d18:1),C26H51NO7,[M+Na],512.355754,231.4
Tauroursodeoxycholic acid,C26H45NO6S,[M+Na],522.2859634,213.97
zymostenol,C27H46O,[M+Na],409.344067,240.27
10:0 PC,C28H56NO8P,[M+Na],588.363555,253.77
13:0 Lyso PS,C19H38NO9P,[M+Na],478.2176272,217.03
16:0 DG Galloyl,C42H72O9,[M+Na],743.5068266,278.13
18:0-14:0 PC,C40H80NO8P,[M+Na],756.5513454,290.13
"18:1 BMP (R,R)",C42H79O10P,[M+Na],797.5302768,287.03
19:0 PC,C46H92NO8P,[M+Na],840.6452406,306.97
22:0(2S-OH) Ceramide,C40H79NO4,[M+Na],660.5900978,273.97
"3§,24S-dihydroxy-5-cholestenoic acid",C27H44O4,[M+Na],455.3131628,236.1
4§-hydroxycholesterol,C27H46O2,[M+Na],425.338982,233.37
C16 Galactosyl(?) Ceramide (d18:1/16:0),C40H77NO8,[M+Na],722.5541086,279.4
CholPC,C32H58NO4P,[M+Na],574.3995442,271.9
DC-Cholesterol?HCl,C32H56N2O2,[M+Na],523.423376,263.4
DMHCA,C26H43NO2,[M+Na],424.3185822,222.57
Galactosyl(§) Sphingosine (d18:1),C24H47NO7,[M+Na],484.3244556,227.03
N-C16-deoxysphinganine,C34H69NO2,[M+Na],546.5220218,251.17
Taurodeoxycholic acid,C26H45NO6S,[M+Na],522.2859634,210.97
15:0-18:1 PC,C41H80NO8P,[M+Na],768.5513454,289
16:0 propargyl SM (d18:1-16:0),C41H79N2O6P,[M+Na],749.5567648,290.27
18:0 SM (d18:1/18:0),C41H83N2O6P,[M+Na],753.5880632,292.27
18:1 propargyl PC,C46H84NO8P,[M+Na],832.5826438,299.47
24:0 SM,C47H95N2O6P,[M+Na],837.6819584,307.93
7-keto-25-hydroxycholesterol,C27H44O3,[M+Na],439.3182478,209.4
C12 Carnitine,C19H37NO4,[M+Na],366.2614646,210.4
C20:4 anandamide (AEA),C22H37NO2,[M+Na],370.2716346,191.93
"C24:0 Ceramide (d18:2(4E,8Z)/24:0)",C42H81NO3,[M+Na],670.610832,275.67
C24:1 Galactosyl(b) Ceramide  (d18:1/24:1(15Z)),C48H91NO8,[M+Na],832.663653,301
"C6 ceramide-1,3-cyclic-phosphate (d18:1/6:0)",C24H46NO5P,[M+Na],482.300564,222
C8 L-threo-Lactosyl(§) Ceramide (d18:1/8:0),C38H71NO13,[M+Na],772.481736,276.23
Chol-C10-PC,C42H78NO5P,[M+Na],730.5509512,301.03
CoQ8,C49H74O4,[M+Na],749.5479008,274.7
Farnesyl-L-cysteine,C18H31NO2S,[M+Na],348.196759,177.7
M-BTM-C11,C50H94O24,[M+Na],1101.602693,329.27
zymosterone,C27H42O,[M+Na],405.3127686,239.23
16:0 2-PC,C40H80NO8P,[M+Na],756.5513454,289.2
16:0 Glutaryl PE,C42H80NO11P,[M+Na],828.5360904,296.93
18:0-18:1 PC,C44H86NO8P,[M+Na],810.598293,298.27
18:0-22:6 DG,C43H72O5,[M+Na],691.5271666,274.7
18:1 PE-N-16:0,C57H108NO9P,[M+Na],1004.765349,335.97
22:6 PE,C49H74NO8P,[M+Na],858.5043978,291.4
24:0(2R-OH) Ceramide,C42H83NO4,[M+Na],688.6213962,281.57
"C16 ceramide-1,3-cyclic-phosphate (d18:1/16:0)",C34H66NO5P,[M+Na],622.457056,261.87
"C16:0 Ceramide (d18:2(4E,8Z)/16:0)",C34H65NO3,[M+Na],558.4856384,249.97
C16-04:0 PC,C28H58NO7P,[M+Na],574.3842892,250.6
C18(Plasm)-18:1 PC,C44H86NO7P,[M+Na],794.603378,296.27
Hyocholic acid,C24H40O5,[M+Na],431.2767794,209.47
Lyso SM (d17:1),C22H47N2O5P,[M+Na],473.3114626,226.87
PChemsPC,C55H98NO10P,[M+Na],986.6820182,308.23
Sitoindoside I,C51H90O7,[M+Na],837.6578394,320.73
02:0 SM (d18:1/2:0),C25H51N2O6P,[M+Na],529.337676,239.03
06:0 PA,C15H29O8P,[M+Na],391.1492168,194.17
15:0-18:1 PS,C39H74NO10P,[M+Na],770.4942278,280.37
15-beta PGF2a,C20H34O5,[M+Na],377.2298318,202.57
16:0 hexynoyl PE,C43H80NO9P,[M+Na],808.5462604,295.1
17:0 Cyclic LPA,C20H39O6P,[M+Na],429.2376328,205.6
C12 Dihydroceramide (d18:0/12:0),C30H61NO3,[M+Na],506.45434,241.27
C16-Urea-Ceramide,C35H70N2O3,[M+Na],589.5278354,259.33
C2 Ceramide-1-Phosphate (d18:1/2:0),C20H40NO6P,[M+Na],444.2485314,212.13
C24:1 Glucosyl(b) Ceramide (d18:1/24:1(15Z)),C48H91NO8,[M+Na],832.663653,301.53
C24:1 Mono-Sulfo Galactosyl(b) Ceramide (d18:1/24:1),C48H91NO11S,[M+Na],912.62047,308.77
D-ribo-Phytosphingosine-1-Phosphate,C18H40NO6P,[M+Na],420.2485314,212.27
n-tetradecylphosphocholine,C19H42NO4P,[M+Na],402.2743506,213.13
PGE2,C20H32O5,[M+Na],375.2141826,196.13
RBM14C16,C30H47NO6,[M+Na],540.3295406,232.43
12:0 Lyso PC,C20H42NO7P,[M+Na],462.2590956,222.47
14:0 Lyso PG,C20H41O9P,[M+Na],479.238027,217.5
14:0-d27-14:0 PC,C36H45NO8PD27,[M+Na],727.6554844,279.87
16:0(alkyne)-18:1 PE,C39H72NO8P,[M+Na],736.4887486,277.37
17:0 Lyso PC,C25H52NO7P,[M+Na],532.3373416,239.47
18:0 Lyso PG,C24H49O9P,[M+Na],535.3006238,231.77
18:0 PS,C42H82NO10P,[M+Na],814.5568246,295.2
18:1 (?9-Cis) PC (DOPC),C44H84NO8P,[M+Na],808.5826438,295.87
18:1 PS (DOPS), C42H78NO10P,[M+Na],810.5255262,288.27
4ME 16:0 PC,C48H96NO8P,[M+Na],868.676539,310.43
C15 Ceramide (d18:1/15:0),C33H65NO3,[M+Na],546.4856384,249.23
C18(Plasm)-22:6 PE,C45H78NO7P,[M+Na],798.5407812,291.8
C18:1 Ceramide (d17:1/18:1(9Z)),C35H67NO3,[M+Na],572.5012876,256
Glyco-gamma-muricholic acid,C26H43NO6,[M+Na],488.2982422,206.87
KRN7000,C50H99NO9,[M+Na],880.7211648,314.4
N-Hexanoyl-L-homoserine lactone,C10H17NO3,[M+Na],222.1100576,158.5
"Taurochenodeoxycholic acid, sodium salt",C26H45NO6S,[M+Na],522.2859634,207.73
16:0 Dodecanoyl PE,C49H94NO11P,[M+Na],926.6456348,316.2
16:0 Monomethyl PE,C38H76NO8P,[M+Na],728.520047,280.5
16:0-(12-PAHSA) DG,C53H102O7,[M+Na],873.7517346,319.17
18:0 Diether PC,C44H92NO6P,[M+Na],784.6554106,298.83
"18:1 BMP (S,S)",C42H79O10P,[M+Na],797.5302768,286.93
20:0 Lyso PC,C28H58NO7P,[M+Na],574.3842892,249.7
2-18:1 Lyso PC,C26H52NO7P,[M+Na],544.3373416,237.77
"C12 ceramide-1,3-cyclic-phosphate (d18:1/12:0)",C30H58NO5P,[M+Na],566.3944592,247.37
C17 Ceramide (d18:1/17:0),C35H69NO3,[M+Na],574.5169368,255.47
C6-Urea-Ceramide,C25H50N2O3,[M+Na],449.3713434,228.3
C8 Ceramide (d17:1/8:0),C25H49NO3,[M+Na],434.3604448,224.4
Glucosyl sitosterol,C35H60O6,[M+Na],599.4281864,273.63
N-18:1 L-Serine,C21H39NO4,[M+Na],392.2771138,200.33
N-24:0(2R-OH) Phytosphingosine,C42H85NO5,[M+Na],706.6319604,285.8
N-C24:1-deoxysphinganine,C42H83NO2,[M+Na],656.6315662,277.47
Oleic Acid (18-azido),C18H33N3O2,[M+Na],346.2464842,186.23
Sphingosine-1-Phosphate (d18:1),C18H38NO5P,[M+Na],402.2379672,208.97
Ursocholic acid,C24H40O5,[M+Na],431.2767794,198.9
10:0 PA,C23H45O8P,[M+Na],503.2744104,226.37
14:0-18:0 PC,C40H80NO8P,[M+Na],756.5513454,289.53
15:0 PE,C35H70NO8P,[M+Na],686.4730994,273.9
16:0 Ethylene Glycol,C34H66O4,[M+Na],561.485304,247.63
16:0-18:1 DG glucose,C43H80O10,[M+Na],779.5643384,288.4
18:0-18:2 PE,C41H78NO8P,[M+Na],766.5356962,285.83
18:0-20:4 DG,C41H72O5,[M+Na],667.5271666,270.8
18:1 Lyso PE,C23H46NO7P,[M+Na],502.290394,222.93
18:1 Lyso PG,C24H47O9P,[M+Na],533.2849746,226.03
18:1-14:0 PC,C40H78NO8P,[M+Na],754.5356962,285.9
21:0 PC,C50H100NO8P,[M+Na],896.7078374,317.67
7b-hydroxycholesterol,C27H46O2,[M+Na],425.338982,220.87
Apocholic acid,C24H38O4,[M+Na],413.2662152,215.4
C24 Dihydroceramide (d18:0/24:0),C42H85NO3,[M+Na],674.6421304,280.6
Milk SM,C46H93N2O6P,[M+Na],823.6663092,304.83
Sphingosine (d20:1),C20H41NO2,[M+Na],350.302933,199.8
14:0 DG,C31H60O5,[M+Na],535.4332714,239.97
15:0-18:1 PE,C38H74NO8P,[M+Na],726.5043978,279
18:1 DGS,C43H76O8,[M+Na],743.54321,279.53
18:1 PE-N-18:1,C59H110NO9P,[M+Na],1030.780998,338.87
18:1 Phosphatidylpropanol,C42H79O8P,[M+Na],765.5404468,283.57
18:1(2R-OH) Ceramide,C36H69NO4,[M+Na],602.5118518,262.83
C14 Ceramide (d18:1/14:0),C32H63NO3,[M+Na],532.4699892,246.47
C18:1 Glucosyl(b) Ceramide (d18:1/18:1(9Z)),C42H79NO8,[M+Na],748.5697578,282.4
C6(6-azido) GalCer,C30H56N4O8,[M+Na],623.399014,248.97
C8 Ceramide-1-Phosphate (d17:1/8:0),C25H50NO6P,[M+Na],514.3267774,235.03
n-decylphosphocholine,C15H34NO4P,[M+Na],346.2117538,197
Sphingosine-1-Phosphate (d17:1),C17H36NO5P,[M+Na],388.222318,205.63
08:0 PI,C25H47O13P,[M+Na],609.2646346,240.2
11:0 Lyso PC,C19H40NO7P,[M+Na],448.2434464,218.57
13:0 Lyso PC,C21H44NO7P,[M+Na],476.2747448,225.43
16:0 Cyclic LPA,C19H37O6P,[M+Na],415.2219836,202.07
18:1 Lyso PS,C24H46NO9P,[M+Na],546.280224,228.47
18:1 SM (d18:1/18:1(9Z)),C41H81N2O6P,[M+Na],751.572414,287.93
2-OHOA,C18H34O3,[M+Na],321.2400018,185.17
"Beta-D-mannosyl farnesyl phosphate, ammonium salt",C22H39O8P,[M+Na],485.2274628,205.6
C16-18:1 PC,C42H84NO7P,[M+Na],768.5877288,292.43
C17 Mono-Sulfo Galactosyl(§) Ceramide  (d18:1/17:0),C41H79NO11S,[M+Na],816.5265748,290.73
C18 Glucosyl(§) Ceramide (d18:1/18:0),C42H81NO8,[M+Na],750.585407,286.33
C8 Dihydroceramide (d18:0/8:0),C26H53NO3,[M+Na],450.3917432,226.37
glucosyl (§) Sphingosine (d20:1),C26H51NO7,[M+Na],512.355754,233.6
N-08:0 Phytosphingosine,C26H53NO4,[M+Na],466.3866582,231.9
06:0 PS,C18H34NO10P,[M+Na],478.1812438,208.8
07:0 Lyso PC,C15H32NO7P,[M+Na],392.1808496,200.2
12:0(2R-OH) Ceramide,C30H59NO4,[M+Na],520.4336058,245.67
18:0 propargyl PC,C46H88NO8P,[M+Na],836.6139422,304.2
18:1 MG,C21H40O4,[M+Na],379.2818644,197.9
18:1-16:0 Phosphatidylethanol-IsoPure,C39H75O8P,[M+Na],725.5091484,279.03
1-O-Acyl-Ceramide,C53H101NO4,[M+Na],838.762239,315.67
24:1 (Cis) PC,C56H108NO8P,[M+Na],976.7704342,328.7
Allocholic acid,C24H40O5,[M+Na],431.2767794,204.07
BbGL-1,C49H86O7,[M+Na],809.626541,309.47
C16(Plasm) LPC,C24H50NO6P,[M+Na],502.3267774,229.27
C8 Glucosyl(b) Ceramide (d18:1/8:0),C32H61NO8,[M+Na],610.428915,254.53
N-12:0-1-deoxysphinganine,C30H61NO2,[M+Na],490.459425,237.1
n-dodecylphosphocholine,C17H38NO4P,[M+Na],374.2430522,205.47
PGF2b,C20H34O5,[M+Na],377.2298318,194.33
16:0 PC,C40H80NO8P,[M+Na],756.5513454,289.1
18:0 PC,C44H88NO8P,[M+Na],812.6139422,300.8666667
18:0 PC,C44H86NO8P,[M+Na],810.598293,297.7666667
18:0-22:6 PC,C48H84NO8P,[M+Na],856.5826438,301.3666667
18:1 PC,C44H84NO8P,[M+Na],808.5826438,295.4
18:2 PC,C44H80NO8P,[M+Na],804.5513454,290
18:3 PC,C44H76NO8P,[M+Na],800.520047,284.2
C18(Plasm)-20:4 PC,C46H84NO7P,[M+Na],816.5877288,298.1
14:0-18:0 PC,C40H80NO8P,[M+Na],756.5513454,289.5666667
16:0-20:4 PC,C44H80NO8P,[M+Na],804.5513454,292.7333333
18:0-18:2 PC,C44H84NO8P,[M+Na],808.5826438,295.4666667
C18(Plasm)-18:1 PC,C44H86NO7P,[M+Na],794.603378,296.5
16:0-18:1 Diether PC,C40H80NO8P,[M+Na],756.5513454,287.4
16:0-18:1 PC,C44H84NO8P,[M+Na],808.5826438,291.8666667
18:1 (delta9-Trans) PC,C44H86NO7P,[M+Na],794.603378,296.4333333
18:1-18:0 PC,C44H80NO8P,[M+Na],804.5513454,298.1666667
16:0 PE,C37H74NO8P,[M+Na],714.5043978,280
18:0 PE,C41H82NO8P,[M+Na],770.5669946,291.225
18:0-18:1 PE,C41H80NO8P,[M+Na],768.5513454,289.05
18:0-22:6 PE,C45H78NO8P,[M+Na],814.5356962,293.025
18:1 PE,C41H78NO8P,[M+Na],766.5356962,285.95
18:2 PE,C41H74NO8P,[M+Na],762.5043978,279.2
18:3 PE,C41H70NO8P,[M+Na],758.4730994,272.8
C18(Plasm)-20:4 PE,C43H78NO7P,[M+Na],774.5407812,288.45
16:0 Lyso PC,C24H50NO7P,[M+Na],518.3216924,235.3
18:0 Lyso PC,C26H54NO7P,[M+Na],546.3529908,242.275
18:1 Lyso PC,C26H52NO7P,[M+Na],544.3373416,236.6
18:2 Lyso PC,C26H50NO7P,[M+Na],542.3216924,232.275
16:0 Lyso PE,C21H44NO7P,[M+Na],476.2747448,221.825
18:0 Lyso PE,C23H48NO7P,[M+Na],504.3060432,228.85
20:4 Lyso PE,C25H44NO7P,[M+Na],524.2747448,222.325
C16(Plasm) LPE,C21H44NO6P	,[M+Na],460.2798298,218.2
C18(Plasm) LPE,C23H48NO6P,[M+Na],488.3111282,225.925
14:0-18:0 PE,C37H74NO8P,[M+Na],714.5043978,279.65
16:0-20:4 PE,C41H74NO8P,[M+Na],762.5043978,281.1
18:0-18:2 PE,C41H78NO8P,[M+Na],766.5356962,285.475
C18(Plasm)-18:1 PE,C41H80NO7P,[M+Na],752.5564304,286.025
18:0 2-LPC ,C26H54NO7P,[M+Na],546.3529908,242.15
20:4 Lyso PC,C28H50NO7P,[M+Na],566.3216924,236.075
C16(Plasm) LPC,C24H50NO6P,[M+Na],502.3267774,229.475
C18(Plasm) LPC,C26H54NO6P,[M+Na],530.3580758,237.175
C16 Ceramide (d18:1/16:0),C34H67NO3,[M+Na],560.5012876,252.55
C18 Ceramide (d18:1/18:0),C36H71NO3,[M+Na],588.532586,258.9
C18:1 Ceramide (d18:1/18:1(9Z)),C36H69NO3,[M+Na],586.5169368,258.275
C20 Ceramide (d18:1/20:0),C38H75NO3,[M+Na],616.5638844,265.4
C22 Ceramide (d18:1/22:0),C40H79NO3,[M+Na],644.5951828,272.025
C24 Ceramide (d18:1/24:0),C42H83NO3,[M+Na],672.6264812,278.675
C24:1 Ceramide (d18:1/24:1(15Z)),C42H81NO3,[M+Na],670.610832,279.075
16:0-18:1 Diether PE,C39H80NO6P,[M+Na],712.5615154,281
16:0-18:1 PE,C39H76NO8P,[M+Na],740.520047,282.6
18:1 (delta9-Trans) PE,C41H78NO8P,[M+Na],766.5356962,286.95
C16 Ceramide-d7 (d18:1-d7/16:0),C34H60D7NO3,[M+Na],567.5445154,253.125
C18 Ceramide-d7 (d18:1-d7/18:0),C36H64D7NO3,[M+Na],595.5758138,259.5
C24 Ceramide-d7 (d18:1-d7/24:0),C42H76D7NO3,[M+Na],679.669709,279.3
C24:1 Ceramide-d7 (d18:1-d7/24:1(15Z)),C42H74D7NO3,[M+Na],677.6540598,279.625
16:0 SM (d18:1/16:0),C39H79N2O6P,[M+Na],725.5567648,286.9
18:0 SM (d18:1/18:0),C41H83N2O6P,[M+Na],753.5880632,292.175
18:1 SM (d18:1/18:1(9Z)),C41H81N2O6P,[M+Na],751.572414,287.975
24:0 SM (d18:1/24:0),C47H95N2O6P,[M+Na],837.6819584,308.25
24:1 SM (d18:1/24:1),C47H93N2O6P,[M+Na],835.6663092,304.85
16:0-18:2 PA,C37H69O8P,[M+H],673.4803,270.1
16:0-18:2 PG,C40H75O10P,[M+H],747.517,285.97
16:0-20:4 PA,C39H69O8P,[M+H],697.4803,274.57
16:0-22:6 PA,C41H69O8P,[M+H],721.4803,276.53
16:0-22:6 PS,C44H74NO10P,[M+H],808.5123,284.57
18:0-18:2 PA,C39H73O8P,[M+H],701.5116,276.73
18:0-22:6 PA,C43H73O8P,[M+H],749.5116,283.4
18:2 PS,C42H74NO10P,[M+H],784.5123,279.1
cis-4-methylsphingosine,C19H39NO2,[M+H],314.3053,191.7
N-20:4 L-Serine (ARA-S),C23H37NO4,[M+H],392.2795,201.93
zymosterol,C27H44O,[M+H],385.3465,208
16:0-18:2 PC,C42H80NO8P,[M+H],758.5694,285.43
16:0-20:4 PG,C42H75O10P,[M+H],771.517,289.53
16:0-20:4 PS,C42H74NO10P,[M+H],784.5123,282.37
18:0-20:4 PS,C44H78NO10P,[M+H],812.5436,288.17
18:0-22:6 PS,C46H78NO10P,[M+H],836.5436,291.03
18:2 PA,C39H69O8P,[M+H],697.4803,269.03
18:3 PG,C42H71O10P,[M+H],767.4857,280.17
20:4 PA,C43H69O8P,[M+H],745.4803,276.6
20:4 PG,C46H75O10P,[M+H],819.517,292.6
20:4 PS,C46H74NO10P,[M+H],832.5123,286
22:6 PS,C50H74NO10P,[M+H],880.5123,290.83
CoQ6,C39H58O4,[M+H],591.4408,247.37
Monomethyl Sphingosine (d18:1),C19H39NO2,[M+H],314.3053,195.9
18:0-20:4 PE,C43H78NO8P,[M+H],768.5538,284.3
18:2 PG,C42H75O10P,[M+H],771.517,285.83
22:6 PA,C47H69O8P,[M+H],793.4803,281.57
16:0-22:6 PG,C44H75O10P,[M+H],795.517,292.47
18:0-20:4 PG,C44H79O10P,[M+H],799.5483,295.87
18:0-22:6 PG,C46H79O10P,[M+H],823.5483,298.27
22:6 PG,C50H75O10P,[M+H],867.517,298.5
5-OxoETE,C20H30O3,[M+H],319.2268,188.6
Atheronal A,C27H46O3,[M+H],419.352,226.17
C16 LPA,C19H41O6P,[M+H],397.2713,208.2
09:0 PC,C26H52NO8P,[M+H],538.3503,240.37
12:0 PE,C29H58NO8P,[M+H],580.3973,250.2
12:0 SM (d18:1/12:0),C35H71N2O6P,[M+H],647.5122,274.5
16:0 PE,C37H74NO8P,[M+H],692.5225,275
16:0 PS,C38H74NO10P	,[M+H],736.5123,282.8
16:0-a15:0 PC,C39H78NO8P,[M+H],720.5538,283.47
17:1 Lyso PI,C26H49O12P,[M+H],585.3034,238.83
24:1(2S-OH) Ceramide,C42H81NO4,[M+H],664.6238,280.87
C16:0 anandamide phosphate,C18H38NO5P,[M+H],380.256,205.5
C18(Plasm) LPC,C26H54NO6P,[M+H],508.3761,236.1
C18:1 Cyclic LPA,C21H41O5P,[M+H],405.2764,213.43
C24 Lactosyl(b) Ceramide  (d18:1/24:0),C54H103NO13,[M+H],974.7502,323.63
diosgenin,C27H42O3,[M+H],415.3207,209.03
Isodeoxycholic acid,C24H40O4,[M+H],393.2999,198.23
N-18:1 L-Serine MeEster,C22H41NO4,[M+H],384.3108,205.83
N-C24:1-deoxysphingosine,C42H81NO2,[M+H],632.634,276.93
RBM14C12,C26H39NO6,[M+H],462.285,221.73
Regadenoson,C15H18N8O5,[M+H],391.1473,191.6
12:0 PG,C30H59O10P,[M+H],611.3918,263.6
14:0-d27 Lyso PC,C22H19NO7PD27,[M+H],495.4752,225.23
16:0 PC (DPPC),C40H80NO8P,[M+H],734.5694,286.47
"18:1 BMP (S,R)",C42H79O10P,[M+H],775.5483,290.03
2-18:1 Lyso PE,C23H46NO7P,[M+H],480.3085,217.33
C16 Ceramide (d14:1/16:0),C30H59NO3,[M+H],482.4567,241.53
C18 Ceramide (d17:1/18:0),C35H69NO3,[M+H],552.535,259.97
C20 Ceramide (d17:1/20:0),C37H73NO3,[M+H],580.5663,266.27
C24 Ceramide (d17:1/24:0),C41H81NO3,[M+H],636.6289,278.73
Cholic acid,C24H40O5,[M+H],409.2948,200.07
SLC5111312,C22H27N5O3,[M+H],410.2187,220.93
Taurodehydrocholic acid,C26H39NO7S,[M+H],510.252,211.33
Trans-AzCA4,C28H33N3O3,[M+H],460.2595,214.17
10:0 Lyso PC,C18H38NO7P,[M+H],412.2459,209.03
12:0 Biotin-18:1 PE,C45H83N4O10PS,[M+H],903.564,300.77
14:1 (delta9-Trans) PC,C36H68NO8P,[M+H],674.4755,267.93
16:0-02:0 PC,C26H52NO8P,[M+H],538.3503,249.27
16:0-18:1 Diether PE,C39H80NO6P,[M+H],690.5796,276.6
18:0 DG,C39H76O5,[M+H],625.5765,275.97
18:0 Dibromo MG (S-isomer),C21H40Br2O4,[M+H],515.1366,222.13
18:0-PhoDAG,C41H64N2O5,[M+H],665.4888,270.97
18:1 PE-benzylguanine,C55H90N7O10P,[M+H],1040.6559,324.27
20:1 (Cis) PC,C48H92NO8P,[M+H],842.6633,303.5
4ME 16:0 Diether PE,C45H94NO6P,[M+H],776.6891,295
C16 Galactosyl (a) Dihydroceramide (d18:0/16:0),C40H79NO8,[M+H],702.5878,284.43
C18(plasm) MG,C21H42O3,[M+H],343.3207,204.77
C22 Ceramide (d14:1/22:0),C36H71NO3,[M+H],566.5506,261.17
Dimethyl Sphinganine (d18:0),C20H43NO2,[M+H],330.3366,202.83
Dimethyl Sphingosine (d17:1),C19H39NO2,[M+H],314.3053,195.73
"Phytosphingosine-N,N-Dimethyl",C20H43NO3,[M+H],346.3316,205.97
