"","mz","rt","LungNodule_2","LungNodule_3","LungNodule_4","LungNodule_5","LungNodule_6","LungNodule_8","LungNodule_9","LungNodule_10","LungNodule_11","LungNodule_12","LungNodule_13","LungNodule_14","LungNodule_15","LungNodule_16","LungNodule_17","LungNodule_18","LungNodule_19","LungNodule_20","LungNodule_21","LungNodule_22","LungNodule_23","LungNodule_24","LungNodule_25","LungNodule_26","LungNodule_27","LungNodule_28","LungNodule_29","LungNodule_33","LungNodule_34","LungNodule_36","LungNodule_37","LungNodule_38","LungNodule_41","LungNodule_42","LungNodule_44","LungNodule_45","LungNodule_46","LungNodule_47","LungNodule_49","LungNodule_50","LungNodule_52","LungNodule_53","LungNodule_55","LungNodule_56","LungNodule_57","LungNodule_58","LungNodule_63","LungNodule_64","LungNodule_65","LungNodule_66","LungNodule_68","LungNodule_72","LungNodule_73","LungNodule_74","LungNodule_75","LungNodule_76","LungNodule_77","LungNodule_78","LungNodule_80","LungNodule_81","LungNodule_82","LungNodule_83","LungNodule_85","LungNodule_86","LungNodule_87","LungNodule_89","LungNodule_91","LungNodule_92","LungNodule_93","LungNodule_97","LungNodule_99","LungNodule_100","LungNodule_101","LungNodule_102","LungNodule_103","LungNodule_105","LungNodule_106","LungNodule_107","LungNodule_108","LungNodule_109_2","LungNodule_110","LungNodule_111","LungNodule_112","LungNodule_113","LungNodule_114","LungNodule_115","LungNodule_116","LungNodule_117","LungNodule_118","LungNodule_119","LungNodule_121","LungNodule_122","LungNodule_124","LungNodule_125"
"group","mz","rt","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer"
"M828.5537T235.8","828.5537","235.8","164706","153641","120896","113853","185168","178169","199140","144812","184501","191387","183504","156374","154314","180663","202347","176249","153888","245932","146239","122437","160054","200267","114603","117547","166118","168550","180203","131941","175733","130646","159050","105236","164023","135512","134365","196317","175199","206329","205637","158176","13923","170471","235207","160304","186478","261593","174647","343116","115573","135050","195852","199918","167649","183457","204555","161901","230840","15819","209711","175375","159058","129202","244139","212664","157484","194877","241365","123129","169773","240387","249518","257507","241217","228965","173607","181555","232787","182078","176949","52595","205373","195438","150568","266294","174015","205825","167944","173045","165952","167511","226905","279842","244294","191015"
"M854.5694T229.8","854.5694","229.8","47712","49987","36754","54923","43583","45084","63353","27600","61617","51911","41170","55653","87691","52704","33762","36150","64645","58339","56066","107809","80437","101509","75741","109590","65558","47905","84161","81754","70368","68997","121157","61639","41643","64343","74145","46548","55008","34202","82516","67893","64907","32025","114023","37630","56034","63599","53287","12264","36997","29709","75631","83610","50032","50941","19529","55979","64328","99480","79279","83017","67967","42590","43517","66025","58005","48961","61045","37008","26321","50036","54989","55946","71724","71374","41444","58931","69372","48067","32069","4080","78061","56148","41909","83340","65756","72596","34180","43114","28735","31301","41735","54678","75033","57648"
"M856.5827T231.6","856.5827","231.6","151215","152669","92584","181632","167319","123201","166988","106498","178390","239798","142646","249507","284185","110088","119488","121047","183519","287724","152923","176658","252630","266085","217468","199274","207814","198039","225470","237377","232933","268405","318752","140973","216803","208713","237758","126773","155877","195889","177462","156397","140773","121593","264257","103272","138761","123785","169500","148348","105061","68756","165002","257587","141226","201583","159167","133026","208708","247650","196769","232138","182873","155713","249198","179429","106898","121101","230064","104075","78293","113260","194753","167036","219523","220858","215478","191117","228738","179489","128565","9201","283565","207842","186656","201912","328023","223606","103246","135302","161802","127778","188798","142850","224329","175703"
"M744.5498T163.2","744.5498","163.2","23310","46181","52896","32364","52558","28299","14999","22412","18668","51053","19554","24828","28135","12233","23437","10985","31049","30949","39202","27267","49149","35590","16800","27258","21749","50196","18716","19138","20653","20637","23988","18270","78622","52210","28781","10488","51536","33996","15627","11804","16804","19292","52243","12106","18747","14265","51996","10887","19416","9133","20273","29732","18300","9043","12094","5424","16530","36917","8580","20504","28886","28599","10694","17602","12766","35444","9029","8712","13034","26884","15927","70980","75802","64643","77623","35809","40479","24970","43857","37417","45114","20606","65052","26288","29554","31388","25725","11528","25996","21131","37983","38798","30820","18137"
"M740.5201T160.2","740.5201","160.2","42059","27272","34006","29887","46745","40669","12199","30892","20846","48584","18782","41553","52838","20336","15909","8706","28111","31799","35784","38623","55193","67290","37881","39870","31647","65208","37991","32236","42064","61162","47833","32905","82074","95644","39925","26736","58351","28623","30588","25776","34607","29127","95377","22624","30563","18025","51492","15427","46432","11350","31894","39225","25238","35661","28858","10832","25676","47950","18508","30940","53140","59515","18643","30752","24679","39596","10132","16437","12697","30979","20940","51125","93614","88028","100982","46216","45530","44737","73887","23190","52839","29904","101977","49323","83330","78899","37374","25790","34420","42899","50062","37411","43934","31070"
"M738.4988T163.2","738.4988","163.2","12180","11213","7604","8190","14842","13432","12445","14956","17816","20774","14426","16457","22167","12425","9269","12551","19920","19390","16134","13387","18719","53714","16465","18648","10787","26002","20756","15182","14388","14549","27398","12633","22405","18462","24534","12587","20282","15628","20803","13846","35578","17049","48979","19948","16438","19044","16052","9760","22731","8998","16795","17284","14447","10455","21572","13530","7647","15957","8337","11049","19350","54864","12476","21848","27408","22988","12208","10458","9968","13054","10279","16455","20731","17737","29370","15322","27934","23033","22885","7767","28415","10714","33287","29595","22766","32264","29679","12564","11889","16757","11808","27659","27804","22189"
"M768.5501T156.6","768.5501","156.6","44257","46895","55065","44097","76339","44309","21037","48110","32941","86248","38172","50668","56488","30555","25520","19728","39146","37531","51579","53634","81794","71171","54500","44168","56251","58249","45664","53706","45189","57026","50716","33528","99959","130447","63122","35756","62967","44445","39624","45986","34234","41234","85955","34944","39768","16783","84107","14878","79367","12448","42235","40702","24084","47425","34716","13649","30827","39847","24086","48333","70528","83003","28038","40464","36935","38977","15660","32762","20403","35526","34141","50114","115404","106023","116990","56841","54186","59832","112033","30979","89902","61220","145182","55516","99674","82321","36501","30868","48141","44953","64798","47766","48996","39225"
"M764.5214T157.2","764.5214","157.2","55554","35764","30001","35958","93406","46318","32382","38069","43302","109865","40093","82649","120068","41906","29657","18624","46949","82638","44734","53161","121704","188882","21066","44449","68724","53209","78793","44096","54841","83408","87047","30041","100513","113542","49018","78205","51213","51247","68675","59943","59608","39217","187403","37305","45074","26130","62298","27782","99733","10058","65213","65032","22060","56267","70281","12663","41106","142448","44261","61128","104443","63564","41928","53938","53869","34560","28442","34093","20949","32623","47824","55848","243920","195441","113124","46634","66146","56198","145172","17767","100673","44143","132978","127351","196752","129866","26754","24971","34654","37362","83518","113541","99000","53922"
"M166.0861T253.8","166.0861","253.8","1755892","1756334","1403288","1363287","1925461","1337193","1430124","1690807","1339358","1212318","1507733","1197983","1603346","1940346","2123703","2179728","2264839","1981937","1727148","1486205","1001496","894495","964800","885606","1247825","998222","867222","1045734","1089667","826471","800917","1152489","612805","425073","921012","1247753","690728","1196707","1299681","1554918","1366767","1081223","535877","34724","947739","997423","1188124","763161","1425354","844017","1307437","953965","1284000","712505","1271315","1148482","1030592","1048498","982776","795210","1079133","831222","953228","867069","1104163","1117336","1029128","1344213","1392207","1083918","1903821","717701","847643","982240","752402","722277","803020","559338","963970","198381","799960","940621","718032","1043305","1089968","732479","1038603","848219","986378","914512","626375","674801","743621","629301"
"M742.5707T240.6","742.5707","240.6","213060","212504","297640","188847","116666","255536","318812","199790","264018","100536","371387","306584","130103","231963","281489","314863","133490","281391","375044","366016","250176","250359","214417","358627","129254","255531","441611","143007","138874","187534","216322","187743","182896","239726","147980","149029","164764","174794","233196","213206","224112","153813","234733","130057","296729","208849","196502","194288","98815","223445","220798","259956","237557","202771","230018","236332","421131","130725","309885","231391","123824","144456","172525","186352","237590","183404","300834","234783","150462","266450","139360","192021","257537","252670","174054","241317","374561","225400","126624","51140","191617","148720","142800","257748","94882","358046","219247","201919","159014","191113","282023","313637","224746","349888"
"M766.572T232.8","766.572","232.8","17637","697917","922711","632072","571559","766242","509900","899285","687695","608887","876910","1412152","683680","541184","538762","1010959","502337","748922","1074215","1545267","933045","1366188","1001007","1602530","623138","822652","1384322","667686","654218","1736111","1030109","749169","638768","962703","650978","347704","461285","549235","769044","968867","735045","525811","1090320","716966","1042931","592392","723794","598398","502555","711928","638583","1191860","713261","892991","681996","732162","1104046","426547","1018487","1015707","779346","710622","637447","816111","957785","455320","630117","869472","378255","904369","600077","449320","970216","962864","732051","827578","1288869","736193","718574","65407","792552","599511","803945","849213","594946","1296828","810910","1042568","730227","901243","962149","738247","881665","1171489"
